,text,sentiment,label
12595,back from drive and now back to bed,neutral,0
12596,do it mean you will b go 2 bed earlier on mondays?,neutral,0
12597,hope everything ok! can burr fix this?,positive,1
12598,_007 so i try to send you a direct message and i cant because you arent follow me,neutral,0
12599,"dad ask my why i be stick my tongue out while i be ironing, and i tell him it be so i didnt burn my finger, as i burn my finger",negative,-1
12600,ok delete all message and hope they dont come back!!,neutral,0
12601,here at work still feel the pain for my friend wish i have a magic wand to erase all the madness,negative,-1
12602,clean and packing. move house be ****. its go to be a long weekend....,negative,-1
12603,tonight be the last jay leno late nigt show,neutral,0
12604,hellerrr new followerss. im tricina & uhhm im cool,positive,1
12605,love the idea of give each year a theme. this be the year of new beginnings!,positive,1
12606,"think of ways to promote indie designers. benefit them and moi any thoughts? indies, what you do have to say?",positive,1
12607,didnt sleep good last night. wake up with another bellyache whats wrong with meeeeeee.,negative,-1
12608,"i be back from my weekend getaway! energize for another week, bring it on! lol",positive,1
12609,i see you there,neutral,0
12610,miss my friggin hair appt!!!,negative,-1
12611,just get home and i get to freakkin clen,neutral,0
12612,"no, sir, they do not! i be amaze when i wake up this morning.",neutral,0
12613,i watch it all online. http://www.musicistheheartofoursoul.com/search/label/niptuck have the last 8 episodes of s5,neutral,0
12614,wow seem like a lifetime since i be in here........never change to talktalk! home phone n broadband not be workin 4 ova a week now,neutral,0
12615,this be a joke surely? http://prune.it/weat,neutral,0
12616,thank you so much! have a fantastic day!,positive,1
12617,cool what do you get?,neutral,0
12618,im soooo intrigued! i want to try this weekend. kaya lang baka maaddict ako.,positive,1
12619,"lovely, my plan have be cancel for the night. another night home alone for me. un-yay",positive,1
12620,morning and hope everyone have a great bank holiday,positive,1
12621,my dads tell me to travel alone from now on. not that i have a problem with that. ive do it before and its boring!,negative,-1
12622,job??????? not so much.,neutral,0
12623,'and now my mom and her friend be drinking.. greatt..',positive,1
12624,go to get my blood take,neutral,0
12625,nomatter how much i sleep be still tire,negative,-1
12626,work @ the preschool....waiting on the kiddies to get here.....making dunkin donuts coffee,neutral,0
12627,my tree tip over in the lawn,neutral,0
12628,my back be kill me. stupid softball,negative,-1
12629,i couldnt **** sleep today either. it be hard for me to stay asleep for some reason,negative,-1
12630,oh im sorry i cant even imagine...although i know it will be reality for me soon,negative,-1
12631,love the 3 mile 3am runs. they make me smile,positive,1
12632,"as much as i love texas, my dislike for needle could interfere.",neutral,0
12633,lmao haha nice lolz its all good though. i can wait lol,positive,1
12634,"drag myself to work, miss my fitness class this morn. need one more weekend day",negative,-1
12635,just saw zack and miri make a **** with and . sooo good.,positive,1
12636,i race her once. i totally lose rip http://tinyurl.com/lhgca8,negative,-1
12637,watch everything be illuminate and dreaaaming<3,positive,1
12638,* my besties. if only be there. on twitpic: http://twitpic.com/67hac - my besties. if only .. http://twitpic.com/67hac,neutral,0
12639,- wtf polyvore? whats that? enjoy it though.,positive,1
12640,you? hungover? never i be not hungover & i dont know how. i think it may be my new superpower. be la whalen at home? ****,neutral,0
12641,i really dont want a limo service to take me to the airport i want him to. ok soft moment... dont get use to these!,neutral,0
12642,"the maccabees new album be a winner ,everybody should take a listen fact",positive,1
12643,@_writersblock_ im have a bev by myself too. sometimes you just have those kind of days and you need to relax,positive,1
12644,be enjoy the nice weather but have be stick indoors write an essay for most of it,neutral,0
12645,im back. wooooo!!! i want to have my own press release :|,positive,1
12646,"i be so grateful i be your daughter! happy mother day, okasan. thank you for everything... always!",positive,1
12647,"i make room...i dont have a bed from how much room i make and now im outta space for sure lol, and i know im pathetic",negative,-1
12648,that post be for,neutral,0
12649,sound nice have you download twitterena 2.0 lol ?,positive,1
12650,look nice.... never know vhs have such a short life span... hope my fav vhs be not dead,positive,1
12651,the power be out! i cant seeeeeeee!! i love storms!,positive,1
12652,metro from trader joe to 71st close so many firemen and cop wth happened?! walk home bus cant go further ohh,neutral,0
12653,"cant wait to see transformers 2.. cme on, shia! yippiee!",positive,1
12654,ahh sore throat and tired. want to go back to bed. but have work,negative,-1
12655,time to bed now!!,neutral,0
12656,lovely morning to cycle to work but meet with a 29 degree office,positive,1
12657,everyone follow and ! they be amaze,positive,1
12658,youre just jealous! guess youll be walk around the office tomorrow in your malo!,negative,-1
12659,get foxy_ a new brew buddy now my kitchen be gonna smell,negative,-1
12660,"when i start cloggin up my own twitter feed, its time for me to go to bed.. nighty night. be sure to go to the tweetup and meet me!",neutral,0
12661,oh i beg of you to add just a 3rd nite in dublin in october... pleeeeeeeassseeeeeee,positive,1
12662,"oh. the vote be over! but dont worry, i already vote for you about 100000000000000000000000000000000000 time earlier!!!!!! <3",positive,1
12663,really? cool!,positive,1
12664,yeah i imagine you do,neutral,0
12665,no i like be able to say it and it be the truth. instead of some magical mystery tour i get lead on.,positive,1
12666,"omg,... just have the best roast ever! but now im full haha,..",positive,1
12667,get ready to go to the comedy club and listen to some q-tip whos on ichat or skype right now? i need an outfit critique,neutral,0
12668,that party be a great time just get paranoid by as a ringtone! yay,positive,1
12669,aarrgghh - fu*k.....a hose have leak water all over the new float floor,negative,-1
12670,what be you do up so early?,neutral,0
12671,clean,neutral,0
12672,i wish i could take my pillow to school. dead serious.,neutral,0
12673,omg maddie in holby be dead. gutted. love nadine lewington and really want maddie and clifford to get together,negative,-1
12674,"beers & whiskey = awesomness, work in 8 hours = sourness",neutral,0
12675,wow that be a scary statistic,negative,-1
12676,"nvm, ill stop. whatever. see you 5th i guess",neutral,0
12677,"****! light off, its presentation time.",neutral,0
12678,"i know, its so crazy! i love use it too have you see my yt recently? i be a partner now ****",positive,1
12679,my head hurt so bad i could scream!,negative,-1
12680,think about you http://mypict.me/fuz,neutral,0
12681,"_of_max sadly, no. now david tennant have leave i dont particularly want the job anyway",negative,-1
12682,we in bed now.,neutral,0
12683,"feel quite down, not quite sure why though :s so go to bed night everyone x",negative,-1
12684,"well i do run over a cat today (i know how sad) i cry and scream my lungs out!!! i felt horrible, poor thing",negative,-1
12685,finally home after a big of travelling!! ahhhhhh now time to realx!!,positive,1
12686,whatever u want us to wear / stick / show off around dumbo brooklyn & manhattan,neutral,0
12687,"aww i use to do that when i be little, not so much now ;) haa. lazy shiit.",negative,-1
12688,this be to all the people who have myspaces: please add!!! http://wwww.myspace.com/fiftyfivethreads its my friends clothe line,neutral,0
12689,homey miss da bus.,neutral,0
12690,i have a stomach ache... totally suck,negative,-1
12691,assignments!,neutral,0
12692,"just find about ten typos in one story in the plain dealer, include one run on sentence. it happen more and more these days",neutral,0
12693,isnt a bite of little britain in all of us?,neutral,0
12694,well then andy i dont think you should date me,negative,-1
12695,"when youre drive to be in the theatre you develop a thick skin. 12 yos be audition since she be 8, get 1 part.",neutral,0
12696,&&the night continues! w/ my fav mazie; kristina; ericka && robin!,neutral,0
12697,"one load of wash put away, and another load on. amaze how the house doesnt look any better for all my efforts",negative,-1
12698,holy ****! its rain in la and i dont have a jacket! oh no.,negative,-1
12699,just see 1 of the fat single mums from up the road 'seductively' sprawl across some poor blokes bonnet. he probably need new shockers,negative,-1
12700,omg 44 tweet till 8k and only about 90 tweet difference btween b and comedyqueen,neutral,0
12701,"i cant sleep, i dont deserve this .... n you know it",negative,-1
12702,good morning everyone! enjoy your day! think of all my tweet friends,positive,1
12703,buy yay for your shoot...hope it go well! what be it for?,positive,1
12704,the closest be a good two hours,neutral,0
12705,alrightttt twitter. i have netball nowww this be my 600th twitter haha byeeeee,neutral,0
12706,have a good day 2day! off to bed. nite tweeps.,positive,1
12707,ooooo! im lovin the first ladys fuschia sheath dress! tres chic! i want her arms!,positive,1
12708,edit all the photos i take at my brothers soccer game. hes get a lot of work to do as a coach.,neutral,0
12709,"when life, as you know it, doesnt exist anymore.",negative,-1
12710,i have a sunburn line on my back from the tag stick out of my tank top all day..... ugh. i need aloe vera!! go to the park again,neutral,0
12711,virus hunt on computer - always wonder what it will destroy,negative,-1
12712,"all right, time for happy face.",positive,1
12713,im not worry -its a great job!! quite a nice way to spend the day,positive,1
12714,_hayes im at sharkeez!,neutral,0
12715,hes my mother favorite. it be so hard tell her.,neutral,0
12716,"start the week with a wedding, now end the week with a funeral",neutral,0
12717,"hiyaaaaaa just get back from the scan! wow, be amazing, i cry haha, ****",neutral,0
12718,"hi denis, when can we grab coffee? would love to catch up with you. jordan",positive,1
12719,goodnight everyone happy mother day to all of the mother out there,positive,1
12720,be late,negative,-1
12721,just get home from the show opening. fantastic. thank to everyone who come out,positive,1
12722,"unfortunately your fix didnt work.. oh well, im lovin me some peoplebrowsr anyways!",neutral,0
12723,excite about the new push daisies episodes but it make it that much worse. i have finally get over the cancellation.,neutral,0
12724,go the bubble bath!!! always relaxing.......,positive,1
12725,_y time really fly my frd..hows you love-hunting mission going? abt time to bring the sexy 'yu yung' jacket out,neutral,0
12726,"i wanna play with you tonight *pout, pout side face*",positive,1
12727,yay jack won. but downer ive just remember its friday mean i have work tomorrow,positive,1
12728,yeah it be face2face nite we go to palisade to see star trek. i cant remember it. i say it while we be in the car,neutral,0
12729,http://twitpic.com/66wxk - so jealous right now!!!hate new england weather,negative,-1
12730,backache,negative,-1
12731,_sb i swear mine be evil it be green and everything lol,neutral,0
12732,i do and i feel great.... but i still miss it...,negative,-1
12733,i be in there earlier im not at home im ok my ipod!,positive,1
12734,"no, nothing so important. i just like it to look like that. its an old hairstype actually",positive,1
12735,this be a travesty,negative,-1
12736,omg i just sleep like 18hrs in the last 22hrs... i think im die or something remind me of catcher,negative,-1
12737,cause i wasnt there!,neutral,0
12738,"omg. miss bus, walk miles, for a coffee go to see my ex-classmates",negative,-1
12739,"just get home, no rosie surprise of smile hug & kiss wait for me.",positive,1
12740,on my way home from ny...then sleep,neutral,0
12741,"also, anyone else hayfevery today??? ive only be awake for 40mins and sufferin already",negative,-1
12742,funeral at 2. today be go to be bad.,negative,-1
12743,no! our tvs bust the screen turn white for about a nanosecond while it make a quick 'popping' sound.,negative,-1
12744,i wishhh!,positive,1
12745,"morning, hope you have a super day...enjoy !",positive,1
12746,yes we can make it ......obama,positive,1
12747,"sure be rainy! the storm have leave everything, everywhere... would love 4 u 2 follow us",neutral,0
12748,yea dongggg,neutral,0
12749,"just be bite by smoothstreaming, it doesnt seem to work for my clients linux users...fan-fricking-tastic",negative,-1
12750,another qi about to start....ill be miss the next 4,negative,-1
12751,i forget i have lumpia and pancit in my fridge from last night! yay,positive,1
12752,nah be next week honey ma fault for confusin u,negative,-1
12753,understandable. yah i leave on monday! ill be go when youre in chi,positive,1
12754,wake up early! still sick,negative,-1
12755,oooh yeaah fooood time ive find my seat at this bbq right in front of the food hahaa,neutral,0
12756,"happy mother day, amma! i make u cake, remember? u love it!",positive,1
12757,lol ok we gotta get the folks from microsoft and live360 in wa to hire me.,neutral,0
12758,oooh im sorry to late i smash it,negative,-1
12759,go to school =[ im actually not so tire today tho,positive,1
12760,my dad and joe nugent drink nearly all the ice tea i only have a bite left. quite miff tbh,negative,-1
12761,his beard be address in this weeks lols.,neutral,0
12762,look for a vibrate phone be like try to find 'a feeling.',neutral,0
12763,rat run steve irwin way to avoid long delay on bruce highway,negative,-1
12764,your not alone im gutted i miss the convention too!,negative,-1
12765,pebbles throw at windows should get *someones* attention,neutral,0
12766,back to roseburg...and an empty apartment,neutral,0
12767,i think my niece get me sickee lame.,negative,-1
12768,probably not. i hate when that happens!,negative,-1
12769,so instead of lay out in this 90 degrees ive gotta give 32 fourth graders miso/rice/sushi/mochi in an hour fml,negative,-1
12770,i finish s zombie chronicle a few days ago. it be bittersweet. now i need something new for the gym,neutral,0
12771,grrrrri want you to come kiss justice for me !!!,positive,1
12772,http://twitpic.com/67rcp - another one...those be take at 3 be met! u see i have a real sleep disorder,negative,-1
12773,"**jaw drops** **gasp** whatever do u mean? im as sweet as pie allow me to re-introduce myself, im coach & im a cancer & u?",positive,1
12774,just instal youtube downloader anyone know how to make a trailer out of videos??,neutral,0
12775,way i buy it today aswell now i have it twice cos i pre order it aswell cya later x!,neutral,0
12776,aww i miss u too! havent eat,negative,-1
12777,"ok, a few days old, but i love s diagram of the mainstream adoption curve http://is.gd/ufig . 'everyone be do it' ... !",positive,1
12778,a- on my french paper.,neutral,0
12779,"im kinda tire enough to sleep, but 'migrate' have get me up sing along, haha",negative,-1
12780,wait...why didnt i know about this wedding? arent i suppose to be in yours and vice versa? btw i know its not yours,neutral,0
12781,i want to change my twitter name but i cant think of anything,neutral,0
12782,have one of the female servers tell her **** look big in those pants. she will worry all night long lol,negative,-1
12783,it look like it might rain,neutral,0
12784,food...food...food!,neutral,0
12785,super duber high! this klondike bar be thee business.,positive,1
12786,"i didnt hit the right button or what. i write on the sheat tho, that i think it be the cafe currency button. im sorry",negative,-1
12787,bullet train from tokyo the gf and i have be visit japan since thursday vacation/sightseeing gaijin godzilla,neutral,0
12788,i call but you didnt answer,neutral,0
12789,say gud eve guys.. let play poker yeah!! cant read my poker face http://plurk.com/p/sw4yq,positive,1
12790,ooooh its you lol i didnt know!! have fun with your princess,positive,1
12791,do you guy figure out saturday? i really want to go but my mom be sick so i have to take her to the hospital in tampa,negative,-1
12792,yeah i need a hug...cuz i be sick..,negative,-1
12793,im here,neutral,0
12794,r that squeeze bacon look like poop,neutral,0
12795,'stop your twittering' - maryland cookies #bgt,neutral,0
12796,ii wanna go home for thee weekend but ii have no gas. sukks (_!_)!!,negative,-1
12797,i soooo need to catch up on all this new stuff!! go to the airport to fly home from vegas,neutral,0
12798,"i need a restful weekend, but i will have to work instead",positive,1
12799,"_mcfly haha! yeah, i hear they that leicester win i be home by my self, with a movie, some candy and a pizza.. ! amaze even",positive,1
12800,"want to get my hand dirty with fubumvc. http://bit.ly/j00ha, but the document be not yet complete",negative,-1
12801,"not really, all in all, if im not mistaken, mga less than 1k each lng ang gastos namen...",neutral,0
12802,so im listen to this random playlist and its lean toward serani...,neutral,0
12803,hey i buy that porter cable 4-piece set. my new drill have an lead light near the trigger. oh im so happy.,positive,1
12804,"() omg shut up!!! (sorry. still vent at that person whos annoy me. its none of you, i swear )",negative,-1
12805,how it be slept?,neutral,0
12806,the rain bring back some memories,neutral,0
12807,go to leeds,neutral,0
12808,ahhh ikr! hes the cuteset thing ever plus it remind me of twilight which be good cause i looooooove it so much!!,positive,1
12809,yes indeed here i be again,neutral,0
12810,@_peanut_ thank you. now well just have to see how long it take me to finish the **** thing.,neutral,0
12811,"here come the hawks, the mighty blackhawks!!",neutral,0
12812,where be you go tonight?!,neutral,0
12813,_fangirl wont let me watch since im in the states. boo.,negative,-1
12814,"my daughter go to a bday party today caled, 'grace' of cakes...the little girl be name grace & they make cupcakes!",neutral,0
12815,you guy didnt call or come over do we do something?! def. give us a call tomorrow and hang out with us chick!!,neutral,0
12816,omg !! hollyoaks well dramatic !!!!!!!!!!!!,negative,-1
12817,i would think youd want to follow me.,neutral,0
12818,im use paint.net x64 and its run crazily fast - cant afford cs4 unfortunately... yet,negative,-1
12819,"certain tweet i write be on the spot message for a person, group, or pornstar, and those tweet usually get delete within the hour",neutral,0
12820,u suck! have i go to jail i couldnt tweet anymore,negative,-1
12821,you realize you just do a solid. better than a full-page in the ajc.,positive,1
12822,k - i can hack if i have directions have multiple social net sit & i think this be a cool add but we choose not 2 go mu,neutral,0
12823,have to leave twitter alone for the night..last night in barcelona back to philly tomorrow. hope u all have a great friday! muahh!!,positive,1
12824,yay ill do you a heart mk shout in a sec pam,neutral,0
12825,yay! busy be good,positive,1
12826,lol seriously. fail. ::sigh::,negative,-1
12827,wow one of the nicest patients ive ever had! hes be deplyod to falouga-iraq n-week,positive,1
12828,build websites,neutral,0
12829,"love sundays. especially when f1 be on!! still in pjs, no plan to get out of them any time soon",positive,1
12830,"im sure it will be repeat soon, seem to be on tv quite a lot lately. glad you mention it last night, watch it again",positive,1
12831,youve be feature on #ykyat http://ykyat.com/~37nnd,neutral,0
12832,watch beauty & the beast haha,positive,1
12833,gotta shower then go apply for more job hopefully no creepy old men will be work again today *shudder*,neutral,0
12834,_ me too!,neutral,0
12835,felt one tooth without the brace bracket. i get soooo hype,negative,-1
12836,playin didgeridoo in the live room and think about the world go by.... lovely life #fb,positive,1
12837,wish i could be the one go to our conference in the bahamas next week,positive,1
12838,call me einstein. get math test results: a- hell yesss,positive,1
12839,_edwards heh heh. odd but amusing. thanks!,positive,1
12840,i would get a lot more do if i could list items on etsy on my phone. can do everything but upload pics,neutral,0
12841,"time for bed, oh how i wish someone be lay next to me",negative,-1
12842,my hairs straight lmao,neutral,0
12843,hello to all my new followers.. say hi @ me so i can say its nice to meet you too!,positive,1
12844,"im sick if i wasnt, id be at the show with ya!",negative,-1
12845,give myself a manicure + pedicure ahhh how ive miss you nice pretty nails...,positive,1
12846,i look for you but couldnt find you amongst the crowd,neutral,0
12847,hope your weekend be fabulous do anything interesting?,positive,1
12848,aw. you level up. haha but just try to manage your money.,neutral,0
12849,wanna come with? before we go to mykas party.,neutral,0
12850,_dk no problem,positive,1
12851,"hi charlie, thank you for follow me! nice to know theres another ollmann in the new world...",positive,1
12852,oh no! i use my internal sig for an external e-mail ****. #fb,negative,-1
12853,"no, but it do amaze things with keep all your online conversations in one place... unfortunately that place be google",neutral,0
12854,just get home i love stake and shake milkshakes,positive,1
12855,"why yes, we do see tonight. delicious dinner by chef geoff chez a-lo/g-mo. hope to see him again pre-departure",positive,1
12856,i tire today i think i be gonna take a nap before our friends come over tonight....i miss him and wish he be off restriction already...,negative,-1
12857,ill believe it when i see it,positive,1
12858,"so im draw picture to show how much i miss him. can anyone blame me, hes 4 hours away frm me",negative,-1
12859,"slightly burn challah the proof be in the eatin, though...",negative,-1
12860,ironclad determination?,positive,1
12861,"i cant, im study so i dont fail come over, ill make u some tortellini or chicken or a chicken salad.",neutral,0
12862,its piss me off and not let me follow ericka,negative,-1
12863,thank and cheer back at you.,positive,1
12864,ofcourse they wait until the last minute to run an experiment at work...that i have to supervise. aka i dont get to leave work on time.,neutral,0
12865,i cant help it if im a grammar nazi!,neutral,0
12866,record new songs,neutral,0
12867,lol y??? .. trash the kitchen ?,negative,-1
12868,oh thank god! so sad that im this happy.,neutral,0
12869,kudos! love some homemade french toast!,positive,1
12870,"thx, i be aware, 2 day festival -multi band - but ga i cant do any more. must wait for a sit down concert",negative,-1
12871,alot of new picture tweet ; some really old some new. check out the new ones if you wish . tweeeet. http://twitpic.com/4wtyj,neutral,0
12872,"shhhweeeet-jay-z, bros back from from prom",neutral,0
12873,sweet .. englands become lamer and lamer since you guy leave,neutral,0
12874,happy mother day!! ****,positive,1
12875,"should work fine, as far as i know. *shrug* maybe send a tweet to ?",neutral,0
12876,"o/*\o (high five) to all of our fans! its finally here! ill write up a fancy news post shortly, want to get the mod itself out asap",positive,1
12877,hmm..you cant judge a book by look at its cover,neutral,0
12878,yummy chocolate cake..wish even i get one for my bday!! anybody listening???,positive,1
12879,hubby be snoring! but i still love him,neutral,0
12880,"great interview, your videos be my favorite on youtube",positive,1
12881,just find out i have to leave my lovely flat!! and be wait 2.5 hours for a plumber. still no job news. not a good day,neutral,0
12882,mikey im bore,negative,-1
12883,ya could hit me up on aim or here cause i be mad bore nuttin 2 do,negative,-1
12884,#quitsmokingdiary 5 weeks tomorrow since give up yaaaaaayy!!!! - i dont want to talk about it,positive,1
12885,its already be a crazy morning and its only 1030,neutral,0
12886,sephora be have a 75% off sale. and im so break life isnt fair.,negative,-1
12887,. ... and now i wish i hadnt,negative,-1
12888,finally make it to jp lick in coolidge corner for some oreo soft serve http://twitpic.com/4w9pe,positive,1
12889,"why, hello there hows life on the other side of the screen?",neutral,0
12890,"go crazy, the pain be unbearable..& i gotta wait till thursday!?",negative,-1
12891,i make my parent add u guy on the family myspace...they be impress by the song.,positive,1
12892,i receive some excellent birthday presents! party be the usual success.,positive,1
12893,"nothin better then ridin in a car with your sister while blast th, cb and lady gaga so loud you cant hear yourself screamin the lyric",positive,1
12894,its too early to be up! wish i could sleep in today,positive,1
12895,just take my ic photo!looks good - http://tweet.sg,positive,1
12896,"i would, but i dont know how to do it from the phone...",neutral,0
12897,aww man. arrived. how-to guide-less,neutral,0
12898,i will,neutral,0
12899,tweep tweep haha,neutral,0
12900,do anyone update the photowalkingutah google calendar with photowalks? look like ive miss a few,neutral,0
12901,ahh thats where i go the 6 year old fact. good old radio one! what exams do you have tomorrow?,positive,1
12902,when you havent have one in over a week! that be a really mean joke he just play on me!,negative,-1
12903,i hear you sister!! same here.,neutral,0
12904,soooooooooo win the powerball jackpot then impose your formidable will upon the weather,positive,1
12905,why!!!! u have to bring it to you 24/7 like the _team,neutral,0
12906,it can only get better.,positive,1
12907,why do you hate me!?,negative,-1
12908,"i love my mom, shes the best mom on the planet",positive,1
12909,@ inthebattle its really cute. one of my favorites.,positive,1
12910,"no, def rubbish tonight",negative,-1
12911,expect a silverlight content on m$ vine site http://www.vine.net/default.aspx ... they realize the reach of flash lol,neutral,0
12912,o ok..im jealous..i wish i be in bed,neutral,0
12913,in buchers class?! i cry too!,negative,-1
12914,im go to my inlaws tonight. hopefully my new niece will be there! who need kid when my inlaws have them all for me!,positive,1
12915,"im struggle today...nola wake up at 3:30, so im run on no sleep.",negative,-1
12916,/agrees,neutral,0
12917,love my new twitter background...my two heros...wichita and kraussey! haha,positive,1
12918,ahh yes the obligations of a vampire keep me away from twitter.but now im back & will try 2 update as much as possible.i lose a donor,negative,-1
12919,i would but im afraid i get two leave feet,negative,-1
12920,heyyy whered my tweet go? *shouts to bc her list be always amazing!,positive,1
12921,open office 'writer' be weird. i need word to open word document correctly,negative,-1
12922,"i recommend .net, i guess since they buy something from you they feature you. hopefully it bring in more business",positive,1
12923,"go to bed, busy day tomorrow...happy mother day madre! te amo!",positive,1
12924,haha! im convince youd be great at it.,positive,1
12925,my lesson be finally do for tomorrow morning. i be look forward to speak to the high schoolers on dating.,positive,1
12926,just get home from a partyyyy. have a good time. cant wait for my birthday in 7 days!,positive,1
12927,just eat at chipolte... eat more than i usually do... now im ew full... not content full but ew full...,neutral,0
12928,"but now talk about today, oh my godness! problems, problems, problems. about love, money, math, parents.....thats enough, isn****?",negative,-1
12929,almost do with my first day at the spa...i miss this place! then head to fort collins to close down casa de kent,neutral,0
12930,the low point: a poor pigeon outside my build isnt capable of flying. its just wander up and down the sidewalk. so sad,negative,-1
12931,"yeah, its tragic i need a haircut",negative,-1
12932,"wish lay on my side wasnt the only comfortable position, i be tire of lay",negative,-1
12933,i hate pc,negative,-1
12934,http://twitpic.com/4jbba - ohhh someone like to play with their food.... heehee,positive,1
12935,very cool,neutral,0
12936,"im actually start to quite like lily allen and her music, to be honest.",positive,1
12937,thats great! i will have to do the same as i be force to miss it. i have to leave for work.,neutral,0
12938,i like it!,positive,1
12939,refuse to accept that the us holiday be over. head to woodies longboard diner in um ... hove...,negative,-1
12940,"success! after much grumble abt how we always waste money on useless gifts, mum see the ipod nano and love it",neutral,0
12941,adam samberg + new moon trailor = good evening. too bad my cable be off as of friday,negative,-1
12942,wake up early!! dang man i know im not go back to sleep,neutral,0
12943,after hear susan boyle sing she come off as the most beautiful person id ever seen. i feel bad for my first impression though,neutral,0
12944,just watch star trek. a+! that be so well done. i think im down to see it again. who want to join me?,positive,1
12945,_mcfly lol nah ! of course youll get the dvd first since youve already order it. ill sign up to bebo on tuesday then! lol ****,neutral,0
12946,if u watch the hill in london u will realise what tourture it be because be weeks and weeks late i just watch itonlinelol,negative,-1
12947,two more load and the move crew done! start at 7am and im do for the day! too bad the ac doesnt work in my new place oh life!,negative,-1
12948,yeah. its sad.,negative,-1
12949,diego? i know lo ame a jack,neutral,0
12950,congratulations...keep us post on how things go!,positive,1
12951,up be pretty good. it be kind of depress though,neutral,0
12952,"everybody be awake (well not everybody, u know what i mean. ma friends) haha, and im have fun aim them",positive,1
12953,have a great night!,positive,1
12954,"heyy, im not feel so good cuz of wat happen yesterday in the car accdentt.",negative,-1
12955,well you can lol,neutral,0
12956,wait on the cue for kenny,neutral,0
12957,oh godddd i cough up a little bite of taco,negative,-1
12958,http://twitpic.com/4jeij - new forest hop the walk would lose me some pound,positive,1
12959,yep... i think i might have just make the decision to go head first... we may be witness a historical moment... real talk,neutral,0
12960,just run hair first into spiderweb full of baby spiders...i almost set my own hair on fire to get rid of them! almost.,neutral,0
12961,"unfortunately, i didnt do it on purpose - itunes shuffle do it. it follow up with dreadzone, so no life-ruin music-trauma.",negative,-1
12962,same here mmmm... macrina bakery.,neutral,0
12963,"just get a haircut, not happy!",negative,-1
12964,already miss the dunhams.,negative,-1
12965,be laugh at today for be too hopeful with the things...,negative,-1
12966,"those cake sure look good ,,took one if its ok with you ummm good tks",positive,1
12967,do you have an amaze time?,neutral,0
12968,wow! that be an *awesome* review; carry it with you everywhere; laminate it; read it when down;just plain cool,positive,1
12969,listen to: sweet talk 101 - cute be what we aim for /// consider take up the gameboy color again. i miss chiptune.,negative,-1
12970,watch mens volleyball on tv. for some reason its not as good as womens beach volleyball. cant quite place why,negative,-1
12971,"man, i aint be without vs presence in a minute...i feel like a lil kid with no momma",neutral,0
12972,"hello!im back andim drunk, and as much asi love my friends,i hate how they unintentionally make me feel inadequate.ineedhelp",neutral,0
12973,youre welcome! its be a wonderful day how about you? stayin outta trouble or should i be ready to crash a party? lol,positive,1
12974,millenia mom.... i think i be in that category,neutral,0
12975,sound like a great way to to start mother day! enjoy your day,positive,1
12976,be sooo wake both of them up on my way back to sb good night america,positive,1
12977,i love you guys! get your **** to australia in december for my birthday,positive,1
12978,i really fancy a frappuccino from starbucks right now,positive,1
12979,its a sad economy. just hear of another friend lose their job. so sad. but just a reminder that...,negative,-1
12980,ok the thunder be scar me,negative,-1
12981,at least you have a next year into the big wide world for me!,neutral,0
12982,i love to read and i love film make,positive,1
12983,i hate tweetdeck when it reach access limit,negative,-1
12984,"the next 2 weeks, exam wise, be awful. there be 8 exams and i dont see how i can adequately revise all of them i care least about...",negative,-1
12985,haha ashley tisdale be on again,neutral,0
12986,dang i miss you goodnight,negative,-1
12987,"today be better. my panda can eally cheer me up. i dont know, i be happy, like the legit happy.",positive,1
12988,"_2229 both, at the same time",neutral,0
12989,my tummy hurt i blame last nights chinese food.,negative,-1
12990,glad its nice there. gray sky and rainy in wisconsin.,positive,1
12991,mmmm yes please,neutral,0
12992,"i forward an email about a cool science event in canberra, and a friend think it be in sydney and trek out to the wrong place",negative,-1
12993,ah just finish make tea for tomorrow night,neutral,0
12994,because the one i be have at that moment wake me up.,neutral,0
12995,look how choke on this **** talk to me,neutral,0
12996,"_themovie thats what i get for write up my halloween interview w/ danielle harris. darn, i be too late for the contest!",negative,-1
12997,"sleep in, miss bus, train delayed, doesnt stop at my stop, late for work. **** heelllll",negative,-1
12998,we keep get pet days but i hear the weekend be to be fab !!! wed how soon again ?,positive,1
12999,happy mother day!!,positive,1
13000,"law of attraction - some assembly (action) require if u have ask 2 enter medical school, u still need 2 fill out the application",neutral,0
13001,i actually drive in today - no incidents to report to quote ice cube - today be a good day,positive,1
13002,conference call arrange for 4.30pm today just blow my leave early out the window,neutral,0
13003,i want another shake from ritas.badly.,negative,-1
13004,_sara im sit in the bus to dublin and listen tokio hotel-reden.and i must laugh.you know why,positive,1
13005,2 days & 5 text message this month,neutral,0
13006,up.....i need coffee. b0ut2get ready2start this new day in my lie,neutral,0
13007,im a fat and sad puffyn now,negative,-1
13008,sadly no robot songs in my library.,negative,-1
13009,good luck.. i have still to get wireless work post it6,positive,1
13010,earthlink say our modem be dead. they want me to buy a new one or sign up for a one year contract argh!!!,negative,-1
13011,"yes i can imagine, i need my morning coffee otherwise i cannot function, have a good and relax sunday",neutral,0
13012,"come an add, new twitter. only for fans.",neutral,0
13013,currently in costa coffee im like this place more and more. be sit in the business lounge. ooo be businessy today.,positive,1
13014,last night sucked... too many bad dream about spiders and rogue octupi,negative,-1
